1.424455040181978802e+02,8.523439045607130726e-01
2.025702550620718796e+02,3.792634609438337856e-01
1.458536040762104733e+02,5.605507897229566883e-01
2.935619959976134510e+02,1.534453228935677704e-01
1.265690899586331852e+02,7.179752885830018583e-01
1.370224361350203139e+02,8.251421150097554280e-01
2.769748259756270272e+02,1.926172930191631660e-01
1.531275182344627410e+02,8.964205272160684634e-01
2.664953701335438154e+02,2.176792766693196046e-01
1.594299907809672447e+02,5.087955089873503756e-01
1.513769689355245021e+02,8.897562850285954950e-01
1.852529909287779049e+02,4.276942019688476648e-01
1.266985604008504822e+02,7.012297997065549682e-01
2.675234078482106383e+02,2.152085993792106910e-01
1.409986419505653998e+02,8.455395266223686424e-01
2.787264346768290579e+02,1.884535578856842142e-01
2.182216765944793053e+02,3.377772839079823397e-01
1.748069661607256648e+02,4.588010072022491448e-01
1.265912646809090916e+02,7.203938185006982797e-01
1.280576739473947896e+02,6.725948830897451325e-01
2.110108833406878261e+02,3.566734130057646057e-01
2.516044893417244737e+02,2.538005147465932643e-01
1.943764343876999021e+02,4.017784090236830030e-01
2.609759656095225182e+02,2.309925697999519467e-01
1.330488509148126468e+02,6.270990551821250536e-01
1.309933067508161741e+02,6.424402845560839292e-01
1.271478186470623370e+02,6.880359696375755174e-01
1.388067820577187774e+02,8.346499998541617726e-01
1.475726430621419070e+02,5.533583519660901784e-01
1.533635335603753163e+02,5.306681474991270520e-01
3.079703209382994942e+02,1.198316815086292036e-01
2.047422491225519252e+02,3.733967887086157011e-01
1.280381044113742064e+02,6.728668862647827487e-01
1.469011626457982516e+02,8.718355774406605363e-01
2.471567681883913963e+02,2.647240396406732588e-01
1.265678435977932708e+02,7.101803348493531676e-01
2.004297800247393297e+02,3.850845318788483906e-01
1.703631280218645259e+02,4.726350760416234698e-01
1.930830035987534643e+02,4.053935674688605717e-01
1.388473103302151799e+02,5.931157270243384572e-01
2.608356997936684252e+02,2.313320052929565829e-01
1.392001371955173283e+02,8.366625258042588165e-01
1.375242549255766846e+02,8.278836431331396684e-01
1.464120298457180525e+02,8.697871212685439612e-01
1.271263749120807915e+02,6.885107771463924164e-01
1.445957271641618433e+02,5.659784357565595947e-01
1.373251030459149149e+02,8.268024171093942831e-01
1.516844032224855425e+02,5.370351405950465340e-01
1.299223105989138674e+02,7.761768094867264045e-01
1.895473041673296279e+02,4.153711964920338007e-01
2.805497368373760310e+02,1.841266112598870797e-01
1.811829555068588036e+02,4.396065512640223716e-01
2.378801255304195479e+02,2.877392655207620109e-01
2.877064815395076494e+02,1.672104592469388362e-01
1.315084141394602568e+02,7.896475843716134202e-01
1.682598179761577057e+02,4.793357858080149470e-01
3.082756036490862357e+02,1.191231183863117882e-01
1.819566517726205177e+02,4.373232214254263450e-01
1.268928296279238879e+02,6.944072614508909336e-01
1.273308198857791211e+02,6.842883855203731880e-01
1.354101846396190751e+02,8.159108028712619420e-01
1.965801862711738295e+02,3.956592439737826039e-01
1.753591970708956183e+02,4.571098563668676285e-01
2.016224885798970945e+02,3.818359689816218649e-01
2.983161010143896306e+02,1.423156086710711254e-01
1.352981289142468881e+02,8.152421990101963445e-01
1.430977296261693255e+02,5.726485426864975636e-01
2.357402931567227427e+02,2.930968267693965790e-01
2.149104751741346320e+02,3.464124380043305251e-01
2.689504522487325175e+02,2.117835175432593309e-01
3.099873241204261944e+02,1.151528240192905561e-01
1.476703184255255508e+02,5.529568571456887627e-01
2.562902500432626880e+02,2.423628525691589874e-01
2.324599407295262097e+02,3.013485125177985946e-01
1.390945070346563739e+02,8.361247891008919408e-01
2.284037043961754136e+02,3.116203092226850213e-01
1.500252661401235343e+02,5.434870421413497965e-01
1.828084404415389486e+02,4.348199181701356553e-01
1.342245215935628551e+02,8.086272189026353363e-01
1.265968355023370577e+02,7.208691477618812682e-01
1.893237099457446959e+02,4.160070877240119591e-01
2.168518188982899915e+02,3.413413949472642317e-01
1.320579162377073317e+02,6.341555671872078914e-01
2.472106857294136262e+02,2.645912096195024432e-01
2.749836825649703087e+02,1.973588792460916896e-01
1.469331126119989790e+02,5.560056718580600466e-01
2.028777640548908607e+02,3.784304557123175927e-01
1.658142167346237272e+02,4.872660547681911813e-01
1.536841249260166080e+02,8.985046518253350101e-01
2.273986025816172400e+02,3.141778825527706820e-01
1.266651356260955197e+02,7.251597360572981099e-01
2.152692988740245710e+02,3.454733370154013383e-01
1.702226116407214249e+02,4.730794858428474248e-01
1.508431212352263060e+02,5.402855598222173761e-01
2.605067019791619600e+02,2.321283824831249787e-01
1.274059461573461931e+02,7.450954019782269899e-01
1.372422102134183319e+02,6.016245868494161098e-01
2.372392606895282938e+02,2.893417925611488362e-01
2.685462434497032973e+02,2.127531394554355026e-01
1.408275868082679665e+02,8.447164106235027781e-01
